time,original,filtered
0.865000,1.000000,-0.918888
0.866000,1.426585,-0.875240
0.867000,1.102910,-0.744215
0.868000,0.293893,-0.539289
0.869000,-0.166511,-0.282626
0.870000,0.000000,-0.000000
0.871000,0.166511,0.282626
0.872000,-0.293893,0.539289
0.873000,-1.102910,0.744215
0.874000,-1.426585,0.875240
0.875000,-1.000000,0.918888
0.876000,-0.475528,0.872588
0.877000,-0.515124,0.742576
0.878000,-0.881678,0.540928
0.879000,-0.784545,0.285278
0.880000,0.000000,0.000000
0.881000,0.784545,-0.285278
0.882000,0.881678,-0.540928
0.883000,0.515124,-0.742576
0.884000,0.475528,-0.872588
0.885000,1.000000,-0.918888
0.886000,1.426585,-0.875240
0.887000,1.102910,-0.744215
0.888000,0.293893,-0.539289
0.889000,-0.166511,-0.282626
0.890000,0.000000,0.000000
0.891000,0.166511,0.282626
0.892000,-0.293893,0.539289
0.893000,-1.102910,0.744215
0.894000,-1.426585,0.875240
0.895000,-1.000000,0.918888
0.896000,-0.475528,0.872588
0.897000,-0.515124,0.742576
0.898000,-0.881678,0.540928
0.899000,-0.784545,0.285278
0.900000,-0.000000,-0.000000
0.901000,0.784545,-0.285278
0.902000,0.881678,-0.540928
0.903000,0.515124,-0.742576
0.904000,0.475528,-0.872588
0.905000,1.000000,-0.918888
0.906000,1.426585,-0.875240
0.907000,1.102910,-0.744215
0.908000,0.293893,-0.539289
0.909000,-0.166511,-0.282626
0.910000,-0.000000,-0.000000
0.911000,0.166511,0.282626
0.912000,-0.293893,0.539289
0.913000,-1.102910,0.744215
0.914000,-1.426585,0.875240
0.915000,-1.000000,0.918888
0.916000,-0.475528,0.872588
0.917000,-0.515124,0.742576
0.918000,-0.881678,0.540928
0.919000,-0.784545,0.285278
0.920000,0.000000,-0.000000
0.921000,0.784545,-0.285278
0.922000,0.881678,-0.540928
0.923000,0.515124,-0.742576
0.924000,0.475528,-0.872588
0.925000,1.000000,-0.918888
0.926000,1.426585,-0.875240
0.927000,1.102910,-0.744215
0.928000,0.293893,-0.539289
0.929000,-0.166511,-0.282626
0.930000,0.000000,0.000000
0.931000,0.166511,0.282626
0.932000,-0.293893,0.539289
0.933000,-1.102910,0.744215
0.934000,-1.426585,0.875240
0.935000,-1.000000,0.918888
0.936000,-0.475528,0.872588
0.937000,-0.515124,0.742576
0.938000,-0.881678,0.540928
0.939000,-0.784545,0.285278
0.940000,0.000000,-0.000000
0.941000,0.784545,-0.285278
0.942000,0.881678,-0.540928
0.943000,0.515124,-0.742576
0.944000,0.475528,-0.872588
0.945000,1.000000,-0.918888
0.946000,1.426585,-0.875240
0.947000,1.102910,-0.744215
0.948000,0.293893,-0.539289
0.949000,-0.166511,-0.282626
0.950000,-0.000000,-0.000000
0.951000,0.166511,0.282626
0.952000,-0.293893,0.539289
0.953000,-1.102910,0.744215
0.954000,-1.426585,0.875240
0.955000,-1.000000,0.918888
0.956000,-0.475528,0.872588
0.957000,-0.515124,0.742576
0.958000,-0.881678,0.540928
0.959000,-0.784545,0.285278
0.960000,-0.000000,0.000000
0.961000,0.784545,-0.285278
0.962000,0.881678,-0.540928
0.963000,0.515124,-0.742576
0.964000,0.475528,-0.872588
0.965000,1.000000,-0.918888
0.966000,1.426585,-0.875240
0.967000,1.102910,-0.744215
0.968000,0.293893,-0.539289
0.969000,-0.166511,-0.282626
0.970000,-0.000000,-0.000000
0.971000,0.166511,0.282626
0.972000,-0.293893,0.539289
0.973000,-1.102910,0.744215
0.974000,-1.426585,0.875240
0.975000,-1.000000,0.918888
0.976000,-0.475528,0.872588
0.977000,-0.515124,0.742576
0.978000,-0.881678,0.540928
0.979000,-0.784545,0.285278
0.980000,0.000000,-0.000000
0.981000,0.784545,-0.285278
0.982000,0.881678,-0.540928
0.983000,0.515124,-0.742576
0.984000,0.475528,-0.872588
0.985000,1.000000,-0.918888
0.986000,1.426585,-0.875240
0.987000,1.102910,-0.744215
0.988000,0.293893,-0.539289
0.989000,-0.166511,-0.282626
0.990000,0.000000,0.000000
0.991000,0.166511,0.282626
0.992000,-0.293893,0.539289
0.993000,-1.102910,0.744215
0.994000,-1.426585,0.875240
0.995000,-1.000000,0.918888
0.996000,-0.475528,0.872588
0.997000,-0.515124,0.742576
0.998000,-0.881678,0.540928
0.999000,-0.784545,0.285278
